id,gold_category,gold_known_class,gold_open_set,pred_category,pred_known_class,pred_open_set,result_type,confidence,category_correct,known_class_correct,open_set_correct,exact_correct,dataset
unknown_frigate_a_real_008,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.7127,False,False,False,False,origin_80
unknown_frigate_b_real_001,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,origin_80
unknown_frigate_b_real_002,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_80
unknown_frigate_b_real_003,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.7991,False,False,False,False,origin_80
unknown_frigate_b_real_004,护卫舰,,True,护卫舰,独立级濒海战斗舰,False,known_class,0.778,True,False,False,False,origin_80
unknown_frigate_b_real_005,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,origin_80
unknown_frigate_b_real_006,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.8627,False,False,False,False,origin_80
unknown_frigate_b_real_007,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_80
unknown_frigate_b_real_008,护卫舰,,True,护卫舰,独立级濒海战斗舰,False,known_class,0.7814,True,False,False,False,origin_80
unknown_destroyer_real_test_003,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6347,False,False,False,False,origin_100
unknown_destroyer_real_test_004,驱逐舰,,True,驱逐舰,阿利·伯克级驱逐舰,False,known_class,0.7504,True,False,False,False,origin_100
unknown_destroyer_real_test_006,驱逐舰,,True,驱逐舰,阿利·伯克级驱逐舰,False,known_class,0.6818,True,False,False,False,origin_100
unknown_destroyer_real_test_007,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.7975,False,False,False,False,origin_100
unknown_destroyer_real_test_008,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_100
unknown_destroyer_real_test_009,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6347,False,False,False,False,origin_100
unknown_destroyer_real_test_010,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_100
unknown_frigate_a_real_test_001,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_100
unknown_frigate_a_real_test_002,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,origin_100
unknown_frigate_a_real_test_003,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_100
unknown_frigate_a_real_test_004,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,1.0,False,False,False,False,origin_100
unknown_frigate_a_real_test_005,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,origin_100
unknown_frigate_a_real_test_006,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.852,False,False,False,False,origin_100
unknown_frigate_a_real_test_007,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.5654,False,False,False,False,origin_100
unknown_frigate_a_real_test_008,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.7461,False,False,False,False,origin_100
unknown_frigate_a_real_test_009,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6789,False,False,False,False,origin_100
unknown_frigate_a_real_test_010,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_100
unknown_frigate_b_real_test_001,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.686,False,False,False,False,origin_100
unknown_frigate_b_real_test_002,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,origin_100
unknown_frigate_b_real_test_003,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_100
unknown_frigate_b_real_test_004,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6527,False,False,False,False,origin_100
unknown_frigate_b_real_test_005,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,origin_100
unknown_frigate_b_real_test_006,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.796,False,False,False,False,origin_100
unknown_frigate_b_real_test_007,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,origin_100
unknown_frigate_b_real_test_008,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6429,False,False,False,False,origin_100
unknown_frigate_b_real_test_009,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6541,False,False,False,False,origin_100
unknown_frigate_b_real_test_010,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,origin_100
known_arleigh_burke_anchor_008,驱逐舰,阿利·伯克级驱逐舰,False,两栖舰,黄蜂级两栖攻击舰,False,known_class,1.0,False,False,True,False,anchor_80
known_independence_anchor_002,护卫舰,独立级濒海战斗舰,False,两栖舰,,True,category_unknown,0.55,False,False,False,False,anchor_80
known_san_antonio_anchor_002,两栖舰,圣安东尼奥级两栖船坞运输舰,False,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.9156,True,False,True,False,anchor_80
known_san_antonio_anchor_005,两栖舰,圣安东尼奥级两栖船坞运输舰,False,登陆舰,惠德比岛级船坞登陆舰,False,known_class,1.0,False,False,True,False,anchor_80
known_whidbey_island_anchor_005,登陆舰,惠德比岛级船坞登陆舰,False,两栖舰,黄蜂级两栖攻击舰,False,known_class,1.0,False,False,True,False,anchor_80
unknown_destroyer_anchor_dev_001,驱逐舰,,True,驱逐舰,阿利·伯克级驱逐舰,False,known_class,1.0,True,False,False,False,anchor_80
unknown_destroyer_anchor_dev_002,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,1.0,False,False,False,False,anchor_80
unknown_destroyer_anchor_dev_003,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,1.0,False,False,False,False,anchor_80
unknown_destroyer_anchor_dev_004,驱逐舰,,True,驱逐舰,阿利·伯克级驱逐舰,False,known_class,0.8256,True,False,False,False,anchor_80
unknown_destroyer_anchor_dev_006,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.7687,False,False,False,False,anchor_80
unknown_destroyer_anchor_dev_007,驱逐舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,anchor_80
unknown_destroyer_anchor_dev_008,驱逐舰,,True,驱逐舰,阿利·伯克级驱逐舰,False,known_class,1.0,True,False,False,False,anchor_80
unknown_frigate_a_anchor_dev_001,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,anchor_80
unknown_frigate_a_anchor_dev_002,护卫舰,,True,护卫舰,独立级濒海战斗舰,False,known_class,0.56,True,False,False,False,anchor_80
unknown_frigate_a_anchor_dev_003,护卫舰,,True,护卫舰,独立级濒海战斗舰,False,known_class,0.6,True,False,False,False,anchor_80
unknown_frigate_a_anchor_dev_004,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.5833,False,False,False,False,anchor_80
unknown_frigate_a_anchor_dev_005,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,anchor_80
unknown_frigate_a_anchor_dev_006,护卫舰,,True,护卫舰,独立级濒海战斗舰,False,known_class,0.56,True,False,False,False,anchor_80
unknown_frigate_a_anchor_dev_007,护卫舰,,True,护卫舰,独立级濒海战斗舰,False,known_class,0.8076,True,False,False,False,anchor_80
unknown_frigate_a_anchor_dev_008,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,anchor_80
unknown_frigate_b_anchor_dev_001,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6,False,False,False,False,anchor_80
unknown_frigate_b_anchor_dev_002,护卫舰,,True,护卫舰,独立级濒海战斗舰,False,known_class,1.0,True,False,False,False,anchor_80
unknown_frigate_b_anchor_dev_003,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.8982,False,False,False,False,anchor_80
unknown_frigate_b_anchor_dev_004,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.6948,False,False,False,False,anchor_80
unknown_frigate_b_anchor_dev_005,护卫舰,,True,驱逐舰,阿利·伯克级驱逐舰,False,known_class,0.8632,False,False,False,False,anchor_80
unknown_frigate_b_anchor_dev_006,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.7684,False,False,False,False,anchor_80
unknown_frigate_b_anchor_dev_007,护卫舰,,True,两栖舰,黄蜂级两栖攻击舰,False,known_class,0.56,False,False,False,False,anchor_80
unknown_frigate_b_anchor_dev_008,护卫舰,,True,驱逐舰,阿利·伯克级驱逐舰,False,known_class,0.8311,False,False,False,False,anchor_80
